POTID,CODE,URL,TIÊU ĐỀ,GIÁ,MÔ TẢ,CHẤT LIỆU,KIỂU DÁNG,GIA CỐ,QUY CÁCH SẢN PHẨM (RXC),TRỌNG LƯỢNG,MÀU SẮC,HOA VĂN,HỌA TIẾT,KÍCH THƯỚC,KÍCH THƯỚC 1 GL,KÍCH THƯỚC 3 GL,KÍCH THƯỚC 5 GL,KÍCH THƯỚC 7 GL,KÍCH THƯỚC 2 GL,KÍCH THƯỚC 4 GL,KÍCH THƯỚC 6 GL,KÍCH THƯỚC MIỆNG CHẬU,KÍCH THƯỚC ĐÁY CHẬU,CHIỀU CAO CHẬU,CHIỀU DÀI DÂY CHẬU,CÂN NẶNG,QUY CÁCH SẢN PHẨM,DUNG TÍCH
CCNPOT0062,DANU108,https://mowgarden.com/chau-dat-nung-son-van-gia-da-co-dia-25x25-danu108/,Chậu đất nung sơn vân giả đá có đĩa 25×25 DANU108,180000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm đất nung sơn,,,,,Nâu / Trắng,,Giả đá,25x25cm (DxC),,,,,,,,,,,,,,
CCNPOT0063,DANU107,https://mowgarden.com/chau-dat-nung-son-van-gia-da-co-dia-20x20-danu107/,Chậu đất nung sơn vân giả đá có đĩa 20×20 DANU107,125000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm đất nung sơn,,,,,Nâu / Trắng,,Giả đá,20x20cm (DxC),,,,,,,,,,,,,,
CCNPOT0064,DANU106,https://mowgarden.com/chau-dat-nung-qua-bong-son-nham-18x16-danu106/,Chậu đất nung quả bóng sơn nhám 18×16 DANU106,100000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm đất nung sơn,,,,,Đen,,Nhám,18x16cm (DxC),,,,,,,,,,,,,,
CCNPOT0065,DANU105,https://mowgarden.com/chau-dat-nung-de-ban-gan-soc-son-bong-17x17-danu105/,Chậu đất nung để bàn gân sọc sơn bóng 17×17 DANU105,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm đất nung sơn,,,,,Trắng / Đen,,Gân sọc,17x17cm (DxC),,,,,,,,,,,,,,
CCNPOT0066,DANU103,https://mowgarden.com/chau-dat-nung-van-noi-son-bong-17x17cm-danu103/,Chậu đất nung vân nổi sơn bóng 17x17cm DANU103,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn màu,,,,,Trắng / Đen,,Gân nổi,17×17 cm (DxC),,,,,,,,,,,,,,
CCNPOT0067,DANU104,https://mowgarden.com/chau-dat-nung-gan-soc-son-bong-17x17-danu104/,Chậu đất nung gân sọc sơn bóng 17×17 DANU104,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn bóng,,,,,Trắng / Đen / Xanh lá,,Gân sọc,17x17cm (DxC),,,,,,,,,,,,,,
CCNPOT0068,DANU102,https://mowgarden.com/chau-dat-nung-van-tam-giac-son-bong-17x17cm-danu102/,Chậu đất nung vân tam giác sơn bóng 17x17cm DANU102,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn màu,,,,,Trắng / Đen,,Gân tam giác,17×17 cm (DxC),,,,,,,,,,,,,,
CCNPOT0069,DANU101,https://mowgarden.com/chau-dat-nung-van-hoa-son-mau-18x16cm-danu101/,Chậu đất nung vân hoa sơn màu 18x16cm DANU101,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn màu,,,,,Xanh lá / Vàng / Cam,,Hoa thổ cẩm,18×16 cm (DxC),,,,,,,,,,,,,,
CCNPOT0070,DANU100,https://mowgarden.com/chau-dat-nung-son-den-bong-20x20cm-danu100/,Chậu đất nung sơn đen bóng 20x20cm DANU100,120000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn màu,,,,,Màu đen bóng,,Trơn,20×20 cm (DxC),,,,,,,,,,,,,,
CCNPOT0071,DANU099,https://mowgarden.com/chau-dat-nung-hoa-tiet-marble-22x18cm-danu099/,Chậu đất nung họa tiết Marble 22x18cm DANU099,80000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn màu,,,,,Màu mộc,,Marble,20×18 cm (DxC),,,,,,,,,,,,,,
CCNPOT0072,GOSU030,https://mowgarden.com/chau-gom-men-nham-van-gia-da-20x24cm-gosu030/,Chậu gốm men nhám vân giả đá 20x24cm GOSU030,250000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Giả đá,26×20 / 18×16 / 12x10cm (DxC),,,,,,,,,,,,,,
CCNPOT0073,DANU098,https://mowgarden.com/chau-dat-nung-tron-son-trang-17x17cm-danu098/,Chậu đất nung trơn sơn trắng 17x17cm DANU098,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn màu,,,,,Màu trắng,,Trơn,17×17 cm (DxC),,,,,,,,,,,,,,
CCNPOT0074,DANU097,https://mowgarden.com/chau-dat-nung-gan-noi-son-xanh-17x17cm-danu097/,Chậu đất nung gân nổi sơn xanh có đĩa 17x17cm DANU097,90000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn màu,,,,,Màu trắng,,Gân chéo,17×17 cm (DxC),,,,,,,,,,,,,,
CCNPOT0075,DANU096,https://mowgarden.com/chau-dat-nung-gan-noi-son-trang-17x17cm-danu096/,Chậu đất nung gân nổi sơn trắng 17x17cm DANU096,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn màu,,,,,Màu trắng,,Gân chéo,17×17 cm (DxC),,,,,,,,,,,,,,
CCNPOT0076,GOSU029,https://mowgarden.com/chau-gom-su-gia-da-15x15-18x18-26x20cm-gosu029/,Chậu gốm sứ giả đá 15×15-18×18-26x20cm GOSU029,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Giả đá,26×20 / 18×16 / 12x10cm (DxC),,,,,,,,,,,,,,
CCNPOT0077,GOSU028,https://mowgarden.com/chau-gom-su-tru-tron-15x15-18x18cm-gosu028/,Chậu gốm sứ trụ tròn 15×15-18x18cm GOSU028,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Trơn,15×15 / 18×18 cm (DxC),,,,,,,,,,,,,,
CCNPOT0078,GOSU027,https://mowgarden.com/chau-gom-su-de-ban-mat-nguoi-15x15cm-gosu027/,Chậu gốm sứ để bàn mặt người 15x15cm GOSU027,90000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng / Xanh dương,,Mặt người,15×15 cm (DxC),,,,,,,,,,,,,,
CCNPOT0079,DANU095,https://mowgarden.com/chau-dat-nung-van-quan-roi-18x16cm-danu095/,Chậu đất nung vân quấn rối 18x16cm DANU095,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn màu,,,,,Màu mộc,,Gân sọc dọc,18×18 cm (DxC),,,,,,,,,,,,,,
CCNPOT0080,DANU094,https://mowgarden.com/chau-dat-nung-son-gia-da-gan-soc-18x17cm-danu094/,Chậu đất nung sơn giả đá gân sọc 18x17cm DANU094,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn màu,,,,,Màu kem,,Gân sọc dọc,18×18 cm (DxC),,,,,,,,,,,,,,
CCNPOT0081,DANU093,https://mowgarden.com/chau-dat-nung-son-xam-soc-ngang-125x9cm-danu093/,"Chậu đất nung sơn xám wax sọc ngang 12,5x9cm DANU093",30000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn màu,,,,,"Màu xám, trắng",,Gân sọc ngang,"12,5×9 cm (DxC)",,,,,,,,,,,,,,
CCNPOT0082,GOSU026,https://mowgarden.com/chau-gom-su-tru-tron-33x45cm-gosu026/,Chậu gốm sứ trụ tròn 33x45cm GOSU026,350000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Trơn,33×45 cm (DxC),,,,,,,,,,,,,,
CCNPOT0083,GOSU025,https://mowgarden.com/chau-gom-su-tru-tron-nho-in-hinh-cute-10x11cm-gosu025/,Chậu gốm sứ trụ tròn nhỏ in hình cute 10x11cm GOSU025,50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Hình cute,10×11 cm (DxC),,,,,,,,,,,,,,
CCNPOT0084,GOSU024,https://mowgarden.com/chau-gom-su-nho-hinh-bong-hoa-12x9cm-gosu024/,Chậu gốm sứ nhỏ hình bông hoa 12x9cm GOSU024,50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Hình bông hoa,12×9 cm (DxC),,,,,,,,,,,,,,
CCNPOT0085,GOSU023,https://mowgarden.com/chau-gom-su-nho-hinh-co-gai-cute-12x9cm-gosu023/,Chậu gốm sứ nhỏ hình cô gái cute 12x9cm GOSU023,50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Hình cô giá cute,12×9 cm (DxC),,,,,,,,,,,,,,
CCNPOT0086,GOSU022,https://mowgarden.com/chau-gom-su-nho-hinh-cau-vong-12x9cm-gosu022/,Chậu gốm sứ nhỏ hình cầu vòng 12x9cm GOSU022,50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Hình mèo chiêu tài,12×9 cm (DxC),,,,,,,,,,,,,,
CCNPOT0087,GOSU021,https://mowgarden.com/chau-gom-su-nho-cau-noi-tieng-anh-y-nghia-12x9cm-gosu021/,Chậu gốm sứ nhỏ câu nói Tiếng Anh 12x9cm GOSU021,50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Câu nói tiếng anh,12×9 cm (DxC),,,,,,,,,,,,,,
CCNPOT0088,GOSU020,https://mowgarden.com/chau-gom-su-nho-cau-noi-y-nghia-12x9cm-gosu020/,Chậu gốm sứ nhỏ câu nói ý nghĩa 12x9cm GOSU020,50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Câu nói ý nghĩa,12×9 cm (DxC),,,,,,,,,,,,,,
CCNPOT0089,GOSU019,https://mowgarden.com/chau-gom-su-nho-hinh-meo-chieu-tai-12x9cm-gosu019/,Chậu gốm sứ nhỏ hình mèo chiêu tài 12x9cm GOSU019,50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Hình mèo chiêu tài,12×9 cm (DxC),,,,,,,,,,,,,,
CCNPOT0090,GOSU018,https://mowgarden.com/chau-gom-su-nho-hinh-totoro-12x9cm-gosu018/,Chậu gốm sứ nhỏ hình Totoro 12x9cm GOSU018,50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Hình thú cưng,12×9 cm (DxC),,,,,,,,,,,,,,
CCNPOT0091,GOSU017,https://mowgarden.com/chau-gom-su-nho-hinh-thu-cung-12x9cm-gosu017/,Chậu gốm sứ nhỏ hình thú cưng 12x9cm GOSU017,50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Hình thú cưng,12×9 cm (DxC),,,,,,,,,,,,,,
CCNPOT0092,GOSU016,https://mowgarden.com/chau-gom-su-every-day-12x9cm-gosu016/,Chậu gốm sứ nhỏ Every Day 12x9cm GOSU016,50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Hình chiếc lá,12×9 cm (DxC),,,,,,,,,,,,,,
CCNPOT0093,GOSU015,https://mowgarden.com/chau-gom-su-hinh-meo-than-tai-co-dia-14x14cm-gosu015/,Chậu gốm sứ hình mèo thần tài có đĩa 14x14cm GOSU015,65000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Hình mèo thần tài,14×14 cm (DxC),,,,,,,,,,,,,,
CCNPOT0094,GOSU014,https://mowgarden.com/chau-gom-hinh-tru-trang-men-mau-trang-gosu013/,Chậu gốm sứ in hình chiếc là có đĩa 3 kích thước GOSU014,25000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Hình chiếc lá,18×16 / 14×13 / 10×10 cm (DxC),,,,,,,,,,,,,,
CCNPOT0095,DANU092,https://mowgarden.com/chau-dat-nung-hinh-tru-son-ngoi-nha-16x16cm-danu092/,Chậu đất nung hình trụ sơn ngôi nhà 16x16cm DANU092,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,Màu mộc,,Sơn ngôi nhà,16×16 cm (DxC),,,,,,,,,,,,,,
CCNPOT0096,DANU091,https://mowgarden.com/chau-dat-nung-van-chiec-la-mau-moc-12x11cm-danu091/,Chậu đất nung vân chiếc lá màu mộc 12x11cm DANU091,25000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,Màu mộc,,Vân lá,12×11 cm (DxC),,,,,,,,,,,,,,
CCNPOT0097,DANU090,https://mowgarden.com/chau-dat-nung-vat-day-go-cao-mau-moc-danu090/,Chậu đất nung vát đáy gờ cao màu mộc 15×15 – 20x20cm DANU090,45000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung mộc,,,,,Màu mộc,,Trơn,15×15 cm (DxC),,,,,,,,,,,,,,
CCNPOT0098,DANU089,https://mowgarden.com/chau-dat-nung-vat-day-son-mau-kem-15x13cm-danu089/,Chậu đất nung vát đáy sơn màu kem 15x13cm DANU089,50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,Trắng kem,,Trơn,15×13 cm (DxC),,,,,,,,,,,,,,
CCNPOT0099,DANU088,https://mowgarden.com/chau-dat-nung-son-trang-den-co-dia-15x14cm-danu088/,Chậu đất nung sơn trắng đen có đĩa 15x14cm DANU088,90000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,"Trắng, đen",,Gân sóng ngang,15×14 cm (DxC),,,,,,,,,,,,,,
CCNPOT0100,GOSU013,https://mowgarden.com/chau-gom-trang-men-van-gia-da-3-kich-thuoc-gosu013/,Chậu gốm tráng men vân giả đá 3 kích thước GOSU013,180000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm tráng men,,,,,Trắng,,"Sọc dọc, vân đá",18×16 / 14×13 / 10×10 cm (DxC),,,,,,,,,,,,,,
CCNPOT0101,DANU087,https://mowgarden.com/chau-dat-nung-son-den-vien-dong-15x13cm-danu087/,Chậu đất nung sơn đen viền đồng 15x13cm DANU087,50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,"Trắng, vàng đồng / Đen, vàng đồng",,Viền vàng đồng,14×13 cm (DxC),,,,,,,,,,,,,,
CCNPOT0102,DANU086,https://mowgarden.com/chau-dat-nung-son-den-van-soc-14x13cm-danu086/,Chậu đất nung sơn đen vân sọc 14x13cm DANU086,50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,"Trắng, đen",,Sọc dọc,14×13 cm (DxC),,,,,,,,,,,,,,
CCNPOT0103,DANU085,https://mowgarden.com/chau-dat-nung-son-gia-da-hoa-tiet-tho-cam-15x13cm-danu085/,Chậu đất nung sơn giả đá họa tiết thổ cẩm 15x13cm DANU085,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,"Trắng, đen",,"Thổ cẩm, giả đá",15×13 cm (DxC),,,,,,,,,,,,,,
CCNPOT0104,DANU083,https://mowgarden.com/chau-dat-nung-hinh-trung-son-xam-bong-14x14cm-danu084/,Chậu đất nung hình trứng sơn xám bóng 14x14cm DANU084,90000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,Xám bóng,,Trơn,14×14 cm (DxC),,,,,,,,,,,,,,
CCNPOT0105,DANU082-1,https://mowgarden.com/chau-dat-nung-son-gia-da-gom-dia-14x15cm-danu083/,Chậu đất nung sơn giả đá gồm dĩa 14x15cm DANU083,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,Wax nâu,,Giả đá mài,14×15 cm (DxC),,,,,,,,,,,,,,
CCNPOT0106,DANU082,https://mowgarden.com/chau-dat-nung-vat-day-gan-song-wax-xam-14x13cm-danu082/,Chậu đất nung vát đáy gân sóng wax xám 14x13cm DANU082,50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,Wax xám,,Gân sóng,14×13 cm (DxC),,,,,,,,,,,,,,
CCNPOT0107,DANU081,https://mowgarden.com/chau-dat-nung-vat-day-van-tho-cam-danu081/,Chậu đất nung vân thổ cẩm 14×13 – 19x18cm DANU081,50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,Nâu viền vàng,,Thổ cẩm,14×13 / 19×18 cm (DxC),,,,,,,,,,,,,,
CCNPOT0108,DANU080,https://mowgarden.com/chau-dat-nung-hinh-trung-son-mau-xam-14x13cm-danu080/,Chậu đất nung hình trứng sơn màu xám 14x13cm DANU080,50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất núng sơn,,,,,Xám khói,,Xám khói,14×13 cm (DxC),,,,,,,,,,,,,,
CCNPOT0109,DANU079,https://mowgarden.com/chau-dat-nung-vat-day-son-mau-dong-12x11cm-danu079/,Chậu đất nung vát đáy sơn màu đồng 12x11cm DANU079,50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm tráng men,,,,,"Xám khói, đồng",,Vân khói,12×11 cm (DxC),,,,,,,,,,,,,,
CCNPOT0110,DANU078,https://mowgarden.com/chau-dat-nung-son-trang-wax-luoi-14x13cm-gosu014/,Chậu đất nung sơn trắng wax lưới 14x13cm GOSU014,50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%","Đất nung, sơn chống thấm",,,,,"Trắng, xám",,"Sọc dọc, vân đá",14×13 cm (DxC),,,,,,,,,,,,,,
CCNPOT0111,GOSU012,https://mowgarden.com/chau-tru-trang-men-de-ban-mau-den-tron-gosu012/,Chậu trụ tráng men để bàn màu đen trơn GOSU012,80000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung tráng men,,,,,Đen,,Trơn,16x14cm (DxC),,,,,,,,,,,,,,
CCNPOT0112,GOSU011,https://mowgarden.com/chau-su-trang-de-ban-gan-song-noi-gosu011/,Chậu sứ trắng để bàn gân sóng nổi GOSU011,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Gân sọc,16x14cm (DxC),,,,,,,,,,,,,,
CCNPOT0113,GOSU008,https://mowgarden.com/chau-su-trang-de-ban-tron-bau-gosu008/,Chậu sứ trắng để bàn tròn bầu GOSU008,80000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể thay đổi 5% đến 10%",Gốm sứ,,,,,Trắng,,Gân tổ ong,16x14cm (DxC),,,,,,,,,,,,,,
CCNPOT0114,GOSU007,https://mowgarden.com/chau-men-su-trang-de-ban-gan-to-ong-gosu007/,Chậu men sứ trắng để bàn gân tổ ong GOSU007,45000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Gân tổ ong,24x18cm (DxC),,,,,,,,,,,,,,
CCNPOT0115,GOSU005,https://mowgarden.com/chau-men-su-hinh-da-giac-de-ban-gosu005/,Chậu men sứ hình đa giác để bàn GOSU005,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Gân dọc,24x18cm (DxC),,,,,,,,,,,,,,
CCNPOT0116,GOSU006,https://mowgarden.com/chau-men-su-trang-de-ban-gan-doc-gosu006/,Chậu men sứ trắng để bàn gân dọc GOSU006,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Gân dọc,24x18cm (DxC),,,,,,,,,,,,,,
CCNPOT0117,GOSU004,https://mowgarden.com/chau-men-su-trang-de-ban-gan-gon-song-gosu004/,Chậu men sứ trắng để bàn gân gợn sóng GOSU004,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Gân cong,24x18cm (DxC),,,,,,,,,,,,,,
CCNPOT0118,GOSU003,https://mowgarden.com/chau-men-su-trang-de-ban-gan-cong-gosu003/,Chậu men sứ trắng để bàn gân cong GOSU003,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Gân cong,24x18cm (DxC),,,,,,,,,,,,,,
CCNPOT0119,GOSU002,https://mowgarden.com/chau-men-su-trang-de-ban-gan-doc-gosu002/,Chậu men sứ trắng để bàn gân dọc GOSU002,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Gân dọc,24x18cm (DxC),,,,,,,,,,,,,,
CCNPOT0120,GOSU001,https://mowgarden.com/chau-men-su-trang-van-soc-ngang-gosu001/,Chậu men sứ trắng vân sọc ngang GOSU001,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Sọc ngang,32x25cm / 24x18cm (DxC),,,,,,,,,,,,,,
CCNPOT0121,DANU077,https://mowgarden.com/chau-dat-nung-tron-wax-mau-hoa-tiet-hoa-cuc-danu077/,Chậu đất nung tròn wax màu họa tiết hoa cúc DANU077,145000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung,,,,,Xanh ngọc,,Hoa hồng,32x25cm / 24x18cm (DxC),,,,,,,,,,,,,,
CCNPOT0122,DANU076,https://mowgarden.com/chau-dat-nung-tru-tron-hoa-tiet-tho-cam-danu076/,Chậu đất nung trụ tròn họa tiết thổ cẩm DANU076,85000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung,,,,,"Nâu đất, trắng",,Thổ cẩm,25x20cm / 18x15cm,,,,,,,,,,,,,,
